date,symbol,sector,available_borrow_qty,total_lendable_qty,borrowed_qty,borrow_fee_bps,lending_rate_pct,collateral_requirement_pct,close_price,avg_daily_value,data_quality_note
2025-01-02,AP,Property,16273840,49698597,33424757,79.1,0.6086,113.1,70.05,1472270522.0,clean
2025-01-02,SPALI,Property,8284626,19983857,11699231,83.8,0.6463,105.6,13.94,23218387.0,clean
2025-01-02,ORI,Property,12077877,24550376,12472499,96.4,0.7327,141.2,117.01,502205460.0,clean
2025-01-02,AOT,Transportation,8650869,11180817,2529948,77.8,0.5464,134.8,332.19,65038072.0,clean
2025-01-02,BEM,Transportation,4850607,6602433,1751826,58.6,0.4524,123.9,344.39,379293837.0,clean
2025-01-02,BTS,Transportation,2648899,5288715,2639816,91.7,0.7136,142.3,169.64,45811956.0,clean
2025-01-02,THAI,Transportation,10421046,16503816,6082770,78.1,0.523,144.0,36.22,90092510.0,clean
2025-01-02,CPF,Food & Beverage,5597612,6028876,431264,31.4,0.2139,111.6,182.06,74644378.0,clean
2025-01-02,TU,Food & Beverage,5093428,7535966,2442538,54.6,0.4242,106.0,6.52,24567413.0,clean
2025-01-02,OSP,Food & Beverage,10107666,11872583,1764917,44.0,0.3076,144.4,207.58,22933482.0,clean
2025-01-02,CBG,Food & Beverage,4615759,5743296,1127537,57.9,0.4199,128.6,7.91,1022708973.0,clean
2025-01-02,MTC,Finance,13380548,61257606,47877058,102.7,0.6204,141.1,151.26,319288539.0,clean
2025-01-02,SAWAD,Finance,37579668,53233508,15653840,42.2,0.2985,122.3,80.98,67032066.0,clean
2025-01-02,TIDLOR,Finance,9614831,13858634,4243803,73.8,0.5363,119.7,26.76,452046480.0,clean
2025-01-02,KTC,Finance,9764300,12495052,2730752,24.8,0.1718,143.2,87.16,867488704.0,clean
2025-01-02,SCC,Industrials,5801917,8780392,2978475,71.7,0.474,143.7,9.15,317960196.0,clean
2025-01-02,SCGP,Industrials,4159570,7144297,2984727,63.7,0.3874,141.0,65.99,878704433.0,clean
2025-01-02,TASCO,Industrials,3990633,6431476,2440843,79.1,0.5353,112.7,61.39,205671170.0,clean
2025-01-02,STGT,Industrials,19161239,19929267,768028,27.1,0.1843,146.9,8.17,24896988.0,clean
2025-01-03,KBANK,Banking,3753931,6531633,2777702,66.9,0.4047,139.3,155.02,27858562.0,clean
2025-01-03,SCB,Banking,34163146,47891798,13728652,74.3,0.5285,115.2,56.31,32074991.0,clean
2025-01-03,BBL,Banking,20437625,73936933,53499308,130.6,0.8115,140.0,12.3,183513877.0,clean
2025-01-03,KTB,Banking,55172002,74641630,19469628,20.5,0.1506,121.7,41.28,36897124.0,clean
2025-01-03,PTT,Energy,12965981,16803328,3837347,15.0,0.095,136.5,19.11,854750235.0,clean
2025-01-03,PTTEP,Energy,5167476,7184413,2016937,33.5,0.2546,105.3,160.36,294088932.0,clean
2025-01-03,GULF,Energy,5943358,7577366,1634008,56.7,0.4406,135.1,38.74,314994422.0,clean
2025-01-03,GPSC,Energy,9793329,11728429,1935100,74.0,0.5874,124.7,12.69,199147968.0,clean
2025-01-03,CPALL,Commerce,7978208,11127223,3149015,362.9,2.4228,130.1,151.73,393098909.0,clean
2025-01-03,HMPRO,Commerce,3828473,6398599,2570126,84.6,0.5546,125.8,10.39,131199056.0,clean
2025-01-03,CRC,Commerce,6970449,11601668,4631219,42.6,0.2871,121.3,7.24,36864977.0,clean
2025-01-03,BJC,Commerce,51213670,73071101,21857431,42.9,0.2764,137.3,37.87,77827757.0,clean
2025-01-03,ADVANC,ICT,9670457,11643518,1973061,69.9,0.4782,113.0,216.17,577387182.0,clean
2025-01-03,TRUE,ICT,24369282,29959948,5590666,46.6,0.3649,123.7,5.98,174941325.0,clean
2025-01-03,INTUCH,ICT,4469992,7976794,3506802,71.0,0.4366,131.1,22.34,249983420.0,clean
2025-01-03,JMART,ICT,4191671,6220600,2028929,65.3,0.4588,127.1,324.67,261745352.0,clean
2025-01-03,BDMS,Healthcare,15981934,17056847,1074913,24.6,0.1957,142.2,249.06,43870426.0,clean
2025-01-03,BH,Healthcare,25094953,30824963,5730010,196.1,1.2837,139.6,7.94,1288778577.0,clean
2025-01-03,BCH,Healthcare,36276035,49676339,13400304,79.3,0.5062,119.3,316.23,74545799.0,clean
2025-01-03,CHG,Healthcare,2473040,5569698,3096658,93.5,0.6666,149.7,250.43,674415474.0,clean
2025-01-03,LH,Property,13212344,42129157,28916813,164.3,1.097,121.8,7.66,714805324.0,clean
2025-01-03,AP,Property,15500174,49837023,34336849,314.9,2.4227,113.1,67.82,639970557.0,clean
2025-01-03,SPALI,Property,6231277,20222625,13991348,85.1,0.6563,105.6,13.96,46316838.0,clean
2025-01-03,ORI,Property,7591138,24677456,17086318,112.5,0.8551,141.2,117.04,557834989.0,clean
2025-01-03,AOT,Transportation,9430202,11412248,1982046,63.9,0.4488,134.8,326.13,92630710.0,clean
2025-01-03,BEM,Transportation,4677711,6631717,1954006,78.2,0.6037,123.9,349.52,364977694.0,clean
2025-01-03,BTS,Transportation,2540714,5195221,2654507,285.2,2.2193,142.3,175.45,89956959.0,clean
2025-01-03,THAI,Transportation,8562311,16545990,7983679,84.8,0.5678,144.0,36.37,47641670.0,clean
2025-01-03,CPF,Food & Beverage,5464011,6032517,568506,36.5,0.2486,111.6,181.77,130878126.0,clean
2025-01-03,TU,Food & Beverage,4287549,7536829,3249280,81.9,0.6363,106.0,6.5,34102789.0,clean
2025-01-03,OSP,Food & Beverage,9785534,11784331,1998797,49.8,0.3481,144.4,209.21,15631146.0,clean
2025-01-03,CBG,Food & Beverage,4534477,5800767,1266290,74.5,0.5403,128.6,7.92,751964733.0,clean
2025-01-03,MTC,Finance,18940756,61469067,42528311,112.1,0.6772,141.1,154.62,372940891.0,clean
2025-01-03,SAWAD,Finance,41828369,53063907,11235538,15.5,0.1097,122.3,80.05,72679721.0,clean
2025-01-03,TIDLOR,Finance,10252525,13771865,3519340,60.4,0.4389,119.7,26.89,503708682.0,clean
2025-01-03,KTC,Finance,10508012,12435066,1927054,15.0,0.1039,143.2,83.55,510112989.0,clean
2025-01-03,SCC,Industrials,5951366,8783107,2831741,68.6,0.4535,143.7,8.67,373918929.0,clean
2025-01-03,SCGP,Industrials,3422375,7064177,3641802,71.7,0.4361,141.0,64.82,677414920.0,clean
2025-01-03,TASCO,Industrials,3650741,6550740,2899999,136.7,0.9251,112.7,61.44,432808327.0,clean
2025-01-03,STGT,Industrials,19308386,19955403,647017,74.8,0.5087,146.9,8.32,28737359.0,clean
2025-01-06,KBANK,Banking,3162407,6467805,3305398,95.8,0.5795,139.3,155.29,30336173.0,clean
2025-01-06,SCB,Banking,30132768,47253301,17120533,96.0,0.6829,115.2,56.26,28770129.0,clean
2025-01-06,BBL,Banking,25184906,74474390,49289484,109.8,0.6823,140.0,11.83,171054480.0,clean
2025-01-06,KTB,Banking,52441324,74564475,22123151,16.2,0.119,121.7,42.07,36252339.0,clean
2025-01-06,PTT,Energy,13617261,16620614,3003353,15.0,0.095,136.5,18.94,494232145.0,clean
2025-01-06,PTTEP,Energy,5851971,7124813,1272842,15.0,0.114,105.3,160.49,395261288.0,clean
2025-01-06,GULF,Energy,5550989,7526315,1975326,78.2,0.6077,135.1,37.57,297723042.0,clean
2025-01-06,GPSC,Energy,9694240,11711149,2016909,45.8,0.3636,124.7,13.23,124054172.0,clean
2025-01-06,CPALL,Commerce,8814531,11135006,2320475,280.4,1.872,130.1,152.94,489754726.0,clean
2025-01-06,HMPRO,Commerce,4082626,6462092,2379466,92.0,0.6031,125.8,10.5,282586843.0,clean
2025-01-06,CRC,Commerce,8503671,11564844,3061173,28.4,0.1914,121.3,7.16,33037064.0,clean
2025-01-06,BJC,Commerce,38627193,72947190,34319997,69.5,0.4478,137.3,37.92,70172407.0,clean
2025-01-06,ADVANC,ICT,9386989,11779995,2393006,80.0,0.5473,113.0,218.74,493305013.0,clean
2025-01-06,TRUE,ICT,23892563,30242986,6350423,38.2,0.2991,123.7,6.09,219935813.0,clean
2025-01-06,INTUCH,ICT,3582800,7999909,4417109,112.4,0.6912,131.1,21.07,334527842.0,clean
2025-01-06,JMART,ICT,5239882,6114309,874427,15.0,0.1054,127.1,317.21,232900598.0,clean
2025-01-06,BDMS,Healthcare,15371770,16974487,1602717,28.2,0.2244,142.2,251.1,57158139.0,clean
2025-01-06,BH,Healthcare,24815021,30517534,5702513,155.2,1.0159,139.6,7.73,1274315811.0,clean
2025-01-06,BCH,Healthcare,39950664,50137655,10186991,60.9,0.3888,119.3,315.56,80740389.0,clean
2025-01-06,CHG,Healthcare,2366895,5514295,3147400,125.7,0.8962,149.7,248.37,440975396.0,clean
2025-01-06,LH,Property,12383605,42324824,29941219,207.8,1.3874,121.8,7.77,684317602.0,clean
2025-01-06,AP,Property,11957994,49142068,37184074,283.1,2.178,113.1,67.17,1395318819.0,clean
2025-01-06,SPALI,Property,4211358,20588769,16377411,131.0,1.0103,105.6,14.06,44456080.0,clean
2025-01-06,ORI,Property,7271140,24709747,17438607,140.3,1.0663,141.2,115.34,541997349.0,clean
2025-01-06,AOT,Transportation,8864721,11412589,2547868,54.7,0.3841,134.8,323.69,90371408.0,clean
2025-01-06,BEM,Transportation,4552911,6550331,1997420,78.7,0.6075,123.9,338.14,239690556.0,clean
2025-01-06,BTS,Transportation,3081980,5197932,2115952,227.5,1.7703,142.3,177.63,63564257.0,clean
2025-01-06,THAI,Transportation,8391461,16613939,8222478,60.6,0.4058,144.0,36.1,36307456.0,clean
2025-01-06,CPF,Food & Beverage,5400215,6032238,632023,61.1,0.4162,111.6,182.5,73684023.0,clean
2025-01-06,TU,Food & Beverage,3828894,7497146,3668252,128.2,0.996,106.0,6.42,54674949.0,clean
2025-01-06,OSP,Food & Beverage,8921370,11672351,2750981,69.2,0.4838,144.4,209.64,20193514.0,clean
2025-01-06,CBG,Food & Beverage,4656492,5769663,1113171,,,128.6,7.99,680965657.0,missing_fee
2025-01-06,MTC,Finance,19243907,61536503,42292596,78.8,0.476,141.1,159.24,400189308.0,clean
2025-01-06,SAWAD,Finance,39265696,53126744,13861048,15.0,0.1061,122.3,82.42,60868963.0,clean
2025-01-06,TIDLOR,Finance,8970079,13683409,4713330,346.2,2.5159,119.7,27.68,461442770.0,clean
2025-01-06,KTC,Finance,10329580,12297232,1967652,15.0,0.1039,143.2,82.03,859877596.0,clean
2025-01-06,SCC,Industrials,5714904,9033341,3318437,77.5,0.5123,143.7,8.71,326112895.0,clean
2025-01-06,SCGP,Industrials,3861621,7068553,3206932,72.2,0.4391,141.0,63.03,499667644.0,clean
2025-01-06,TASCO,Industrials,4015109,6532639,2517530,144.0,0.9745,112.7,62.42,292061149.0,clean
2025-01-06,STGT,Industrials,19813532,20201621,388089,70.4,0.4788,146.9,8.48,46782262.0,clean
2025-01-07,KBANK,Banking,2125325,6450258,4324933,144.9,0.8765,139.3,155.6,36798774.0,clean
2025-01-07,SCB,Banking,24478632,47082896,22604264,128.4,0.9133,115.2,56.77,26853569.0,clean
2025-01-07,BBL,Banking,26328058,74298964,47970906,114.6,0.7121,140.0,12.25,167410759.0,clean
2025-01-07,KTB,Banking,47708520,73016809,25308289,15.0,0.1102,121.7,41.5,67606696.0,clean
2025-01-07,PTT,Energy,13274887,16836147,3561260,,,136.5,18.91,924616781.0,missing_fee
2025-01-07,PTTEP,Energy,4699494,6961447,2261953,15.0,0.114,105.3,160.53,507760420.0,clean
2025-01-07,GULF,Energy,5364499,7497451,2132952,107.6,0.8362,135.1,37.71,343574898.0,clean
2025-01-07,GPSC,Energy,9292070,11645577,2353507,39.6,0.3144,124.7,13.23,189675477.0,clean
2025-01-07,CPALL,Commerce,9710226,10978260,1268034,203.5,1.3586,130.1,152.16,292416095.0,clean
2025-01-07,HMPRO,Commerce,4327548,6406703,2079155,95.4,0.6254,125.8,10.42,183503348.0,clean
2025-01-07,CRC,Commerce,8784979,11346264,2561285,15.0,0.1011,121.3,7.15,23083500.0,clean
2025-01-07,BJC,Commerce,43146006,73055690,29909684,89.6,0.5772,137.3,36.94,86757982.0,clean
2025-01-07,ADVANC,ICT,9831420,11854782,2023362,297.0,2.0319,113.0,220.34,766691990.0,clean
2025-01-07,TRUE,ICT,23518427,30709808,7191381,28.8,0.2255,123.7,6.18,315479101.0,clean
2025-01-07,INTUCH,ICT,2295126,7902271,5607145,191.0,1.1746,131.1,20.62,218407677.0,clean
2025-01-07,JMART,ICT,5069655,6140057,1070402,15.0,0.1054,127.1,312.96,232886914.0,clean
2025-01-07,BDMS,Healthcare,16350021,17366234,1016213,38.0,0.3024,142.2,248.66,36419853.0,clean
2025-01-07,BH,Healthcare,25726513,29718933,3992420,86.4,0.5656,139.6,7.39,1007556095.0,clean
2025-01-07,BCH,Healthcare,37225133,50115381,12890248,66.2,0.4226,119.3,320.54,60960992.0,clean
2025-01-07,CHG,Healthcare,2498890,5554625,3055735,139.6,0.9953,149.7,251.2,547745877.0,clean
2025-01-07,LH,Property,16172079,41826599,25654520,187.9,1.2545,121.8,7.79,676260255.0,clean
2025-01-07,AP,Property,13547377,49155135,35607758,265.6,2.0434,113.1,69.29,1544544800.0,clean
2025-01-07,SPALI,Property,5635251,20938333,15303082,173.4,1.3373,105.6,14.08,33107461.0,clean
2025-01-07,ORI,Property,10522457,24667390,14144933,154.1,1.1712,141.2,118.9,492577412.0,clean
2025-01-07,AOT,Transportation,8806369,11330103,2523734,48.9,0.3434,134.8,323.44,115558617.0,clean
2025-01-07,BEM,Transportation,5127048,6616119,1489071,84.2,0.65,123.9,335.13,307421558.0,clean
2025-01-07,BTS,Transportation,3291153,5154656,1863503,,,142.3,179.75,85740380.0,missing_fee
2025-01-07,THAI,Transportation,7182694,16551763,9369069,76.3,0.5109,144.0,36.12,53900420.0,clean
2025-01-07,CPF,Food & Beverage,5066141,6054217,988076,91.3,0.6219,111.6,174.75,50468562.0,clean
2025-01-07,TU,Food & Beverage,3523416,7501680,3978264,138.0,1.0721,106.0,6.42,73763448.0,clean
2025-01-07,OSP,Food & Beverage,8357407,11692176,3334769,77.1,0.539,144.4,200.9,26058720.0,clean
2025-01-07,CBG,Food & Beverage,4271952,5679467,1407515,43.5,0.3155,128.6,7.83,941355788.0,clean
2025-01-07,MTC,Finance,26906299,61915667,35009368,47.1,0.2845,141.1,151.53,300477370.0,clean
2025-01-07,SAWAD,Finance,30551991,51671198,21119207,15.0,0.1061,122.3,83.75,57631121.0,clean
2025-01-07,TIDLOR,Finance,8186670,13761003,5574333,308.2,2.2398,119.7,27.89,324547925.0,clean
2025-01-07,KTC,Finance,8893403,12204065,3310662,25.4,0.176,143.2,79.51,860304197.0,clean
2025-01-07,SCC,Industrials,5194438,9059842,3865404,72.0,0.4759,143.7,8.84,211782191.0,clean
2025-01-07,SCGP,Industrials,4799745,7130784,2331039,62.0,0.3771,141.0,65.42,826324589.0,clean
2025-01-07,TASCO,Industrials,4121663,6712144,2590481,137.9,0.9333,112.7,62.96,311568734.0,clean
2025-01-07,STGT,Industrials,19681440,19994133,312693,63.7,0.4332,146.9,8.36,43120421.0,clean
2025-01-08,KBANK,Banking,2308910,6425934,4117024,156.4,0.946,139.3,158.31,32812047.0,clean
2025-01-08,SCB,Banking,23517949,46555257,23037308,190.6,1.3558,115.2,57.87,18373932.0,clean
2025-01-08,BBL,Banking,20021302,74600377,54579075,137.6,0.855,140.0,12.34,197172848.0,clean
2025-01-08,KTB,Banking,43503262,73229767,29726505,46.5,0.3417,121.7,39.19,44208651.0,clean
2025-01-08,PTT,Energy,12678505,16543730,3865225,15.0,0.095,136.5,18.5,1004786673.0,clean
2025-01-08,PTTEP,Energy,5078015,6914829,1836814,15.0,0.114,105.3,162.02,267649714.0,clean
2025-01-08,GULF,Energy,4480288,7542771,3062483,146.2,1.1361,135.1,36.66,362989324.0,clean
2025-01-08,GPSC,Energy,9420050,11621836,2201786,22.1,0.1754,124.7,13.41,139917493.0,clean
2025-01-08,CPALL,Commerce,8994701,10977295,1982594,152.9,1.0208,130.1,159.1,288019037.0,clean
2025-01-08,HMPRO,Commerce,3373441,6494943,3121502,132.7,0.8699,125.8,10.63,256188496.0,clean
2025-01-08,CRC,Commerce,8201026,11321643,3120617,15.0,0.1011,121.3,7.35,36035267.0,clean
2025-01-08,BJC,Commerce,47495072,73660470,26165398,99.5,0.641,137.3,37.49,65478311.0,clean
2025-01-08,ADVANC,ICT,10353467,11752305,1398838,245.4,1.6789,113.0,219.97,589247837.0,clean
2025-01-08,TRUE,ICT,27423486,30329138,2905652,15.0,0.1175,123.7,6.23,137410488.0,clean
2025-01-08,INTUCH,ICT,1973461,7890898,5917437,273.8,1.6838,131.1,21.26,281563295.0,clean
2025-01-08,JMART,ICT,5080507,6120101,1039594,,,127.1,310.5,401590361.0,missing_fee
2025-01-08,BDMS,Healthcare,16796410,17770213,973803,58.6,0.4663,142.2,250.44,48537823.0,clean
2025-01-08,BH,Healthcare,26246998,29466285,3219287,68.9,0.451,139.6,7.39,984884504.0,clean
2025-01-08,BCH,Healthcare,41364643,49405245,8040602,49.0,0.3128,119.3,327.83,76104278.0,clean
2025-01-08,CHG,Healthcare,3756087,5544039,1787952,132.8,0.9468,149.7,243.99,569939494.0,clean
2025-01-08,LH,Property,9224671,42015234,32790563,238.1,1.5897,121.8,7.84,756897552.0,clean
2025-01-08,AP,Property,13409063,49588646,36179583,248.3,1.9103,113.1,69.53,962145838.0,clean
2025-01-08,SPALI,Property,4774893,20808389,16033496,193.6,1.4931,105.6,13.77,39785216.0,clean
2025-01-08,ORI,Property,11128801,24843643,13714842,138.3,1.0511,141.2,117.42,837286293.0,clean
2025-01-08,AOT,Transportation,8546850,11306139,2759289,15.0,0.1053,134.8,323.16,123253652.0,clean
2025-01-08,BEM,Transportation,5157815,6620614,1462799,89.3,0.6893,123.9,322.01,204389615.0,clean
2025-01-08,BTS,Transportation,3193937,5117937,1924000,144.5,1.1245,142.3,172.93,42524441.0,clean
2025-01-08,THAI,Transportation,11565170,16513056,4947886,43.9,0.294,144.0,36.91,84496119.0,clean
2025-01-08,CPF,Food & Beverage,5140092,5926348,786256,100.5,0.6845,111.6,175.84,106724015.0,clean
2025-01-08,TU,Food & Beverage,4720188,7653895,2933707,150.5,1.1692,106.0,6.21,35425071.0,clean
2025-01-08,OSP,Food & Beverage,7280292,11661711,4381419,109.3,0.7641,144.4,200.48,34360406.0,clean
2025-01-08,CBG,Food & Beverage,4352793,5579226,1226433,56.1,0.4069,128.6,7.9,627777745.0,clean
2025-01-08,MTC,Finance,27970186,61556536,33586350,15.0,0.0906,141.1,149.64,321283683.0,clean
2025-01-08,SAWAD,Finance,26960158,52090976,25130818,,,122.3,83.99,55628598.0,missing_fee
2025-01-08,TIDLOR,Finance,9456971,13632225,4175254,245.6,1.7848,119.7,27.98,564604791.0,clean
2025-01-08,KTC,Finance,9983044,12207132,2224088,23.1,0.1601,143.2,79.49,564925417.0,clean
2025-01-08,SCC,Industrials,6394124,9062508,2668384,15.0,0.0992,143.7,8.9,455985513.0,clean
2025-01-08,SCGP,Industrials,5044797,7170126,2125329,40.4,0.2457,141.0,63.34,409019830.0,clean
2025-01-08,TASCO,Industrials,3933416,6646354,2712938,128.1,0.8669,112.7,61.21,267311003.0,clean
2025-01-08,STGT,Industrials,19826413,20069848,243435,57.6,0.3917,146.9,8.4,50879301.0,clean
2025-01-09,KBANK,Banking,2832128,6444482,3612354,176.6,1.0682,139.3,158.56,30453456.0,clean
2025-01-09,SCB,Banking,25085030,47931953,22846923,223.2,1.5877,115.2,56.99,30999536.0,clean
2025-01-09,BBL,Banking,21818879,75170894,53352015,155.3,0.965,140.0,12.63,95486746.0,clean
2025-01-09,KTB,Banking,33969334,73504940,39535606,58.7,0.4313,121.7,38.54,49638399.0,clean
2025-01-09,PTT,Energy,12228693,16590627,4361934,15.0,0.095,136.5,18.87,925654241.0,clean
2025-01-09,PTTEP,Energy,4999780,6813848,1814068,15.0,0.114,105.3,164.14,294258066.0,clean
2025-01-09,GULF,Energy,4788513,7533787,2745274,158.3,1.2301,135.1,36.15,237957019.0,clean
2025-01-09,GPSC,Energy,8463851,11684331,3220480,28.7,0.2278,124.7,13.0,144632314.0,clean
2025-01-09,CPALL,Commerce,9517214,11060133,1542919,147.1,0.9821,130.1,155.64,415442269.0,clean
2025-01-09,HMPRO,Commerce,2095177,6572786,4477609,168.6,1.1052,125.8,10.63,215641585.0,clean
2025-01-09,CRC,Commerce,8047330,11311535,3264205,15.0,0.1011,121.3,7.42,32534943.0,clean
2025-01-09,BJC,Commerce,53583585,74392239,20808654,73.1,0.4709,137.3,37.28,48148195.0,clean
2025-01-09,ADVANC,ICT,10546226,11689269,1143043,187.2,1.2807,113.0,222.81,574939459.0,clean
2025-01-09,TRUE,ICT,26182844,30286285,4103441,15.0,0.1175,123.7,6.04,137710934.0,clean
2025-01-09,INTUCH,ICT,2493997,7792949,5298952,285.5,1.7558,131.1,22.29,196875201.0,clean
2025-01-09,JMART,ICT,4610734,6051457,1440723,15.0,0.1054,127.1,296.39,295256297.0,clean
2025-01-09,BDMS,Healthcare,16138593,17689819,1551226,69.6,0.5538,142.2,249.62,32995235.0,clean
2025-01-09,BH,Healthcare,28225795,29655768,1429973,15.0,0.0982,139.6,7.41,1174035952.0,clean
2025-01-09,BCH,Healthcare,43669613,49705695,6036082,41.9,0.2675,119.3,318.8,64701415.0,clean
2025-01-09,CHG,Healthcare,3112537,5606894,2494357,103.8,0.7401,149.7,241.42,640032166.0,clean
2025-01-09,LH,Property,9526617,41977071,32450454,271.9,1.8154,121.8,7.62,547683651.0,clean
2025-01-09,AP,Property,9116428,48914729,39798301,232.3,1.7872,113.1,69.69,1018494682.0,clean
2025-01-09,SPALI,Property,3037992,20914068,17876076,240.2,1.8525,105.6,13.56,31770778.0,clean
2025-01-09,ORI,Property,9316513,24721775,15405262,135.3,1.0283,141.2,115.98,510191759.0,clean
2025-01-09,AOT,Transportation,8698008,11431100,2733092,34.1,0.2395,134.8,338.16,57811438.0,clean
2025-01-09,BEM,Transportation,4929637,6543198,1613561,75.1,0.5797,123.9,315.27,239280822.0,clean
2025-01-09,BTS,Transportation,3018576,5056044,2037468,105.5,0.821,142.3,182.93,52155851.0,clean
2025-01-09,THAI,Transportation,10612896,16300535,5687639,50.0,0.3348,144.0,37.13,44717951.0,clean
2025-01-09,CPF,Food & Beverage,5084333,5860259,775926,111.5,0.7594,111.6,176.17,45412271.0,clean
2025-01-09,TU,Food & Beverage,5396967,7706716,2309749,150.9,1.1723,106.0,6.01,48200724.0,clean
2025-01-09,OSP,Food & Beverage,6484662,11469916,4985254,438.7,3.0669,144.4,193.19,22522567.0,clean
2025-01-09,CBG,Food & Beverage,4433689,5570971,1137282,48.5,0.3518,128.6,7.89,1037494974.0,clean
2025-01-09,MTC,Finance,26562329,61304886,34742557,15.0,0.0906,141.1,151.08,385421032.0,clean
2025-01-09,SAWAD,Finance,27158113,52593844,25435731,35.7,0.2526,122.3,84.45,68105773.0,clean
2025-01-09,TIDLOR,Finance,9121253,13569372,4448119,230.9,1.678,119.7,28.26,440755354.0,clean
2025-01-09,KTC,Finance,10975251,12301396,1326145,15.0,0.1039,143.2,78.1,961545740.0,clean
2025-01-09,SCC,Industrials,5954855,9204883,3250028,15.0,0.0992,143.7,9.04,343575903.0,clean
2025-01-09,SCGP,Industrials,5664990,7199916,1534926,15.0,0.0912,141.0,63.61,688952957.0,clean
2025-01-09,TASCO,Industrials,3438329,6586760,3148431,153.8,1.0409,112.7,62.29,192006441.0,clean
2025-01-09,STGT,Industrials,19505336,19665018,159682,30.4,0.2067,146.9,8.33,40461814.0,clean
2025-01-10,KBANK,Banking,2792069,6374962,3582893,209.0,1.2642,139.3,159.48,37525683.0,clean
2025-01-10,SCB,Banking,29899309,48258289,18358980,230.7,1.641,115.2,58.0,23316703.0,clean
2025-01-10,BBL,Banking,28099120,74278419,46179299,123.3,0.7662,140.0,12.81,269694695.0,clean
2025-01-10,KTB,Banking,27752928,72319353,44566425,122.2,0.898,121.7,38.19,49089344.0,clean
2025-01-10,PTT,Energy,13751568,16634939,2883371,15.0,0.095,136.5,18.29,1058009778.0,clean
2025-01-10,PTTEP,Energy,4286103,6760692,2474589,15.0,0.114,105.3,163.27,369475759.0,clean
2025-01-10,GULF,Energy,5863386,7567994,1704608,129.4,1.0056,135.1,35.75,353034884.0,clean
2025-01-10,GPSC,Energy,7936975,11669148,3732173,28.0,0.2223,124.7,13.01,136170365.0,clean
2025-01-10,CPALL,Commerce,9444928,11108400,1663472,116.1,0.7751,130.1,157.36,205556146.0,clean
2025-01-10,HMPRO,Commerce,1532483,6375493,4843010,223.4,1.4644,125.8,10.56,139293364.0,clean
2025-01-10,CRC,Commerce,8560886,11428293,2867407,19.0,0.128,121.3,7.41,25561075.0,clean
2025-01-10,BJC,Commerce,53681541,73639338,19957797,72.3,0.4658,137.3,36.02,63342276.0,clean
2025-01-10,ADVANC,ICT,10766308,11841453,1075145,172.9,1.1829,113.0,222.66,491941691.0,clean
2025-01-10,TRUE,ICT,25766872,30044475,4277603,15.0,0.1175,123.7,5.89,112792801.0,clean
2025-01-10,INTUCH,ICT,2777638,7653712,4876074,280.6,1.7256,131.1,21.91,501317410.0,clean
2025-01-10,JMART,ICT,4193731,6066324,1872593,15.0,0.1054,127.1,297.67,215401780.0,clean
