date,symbol,sector,available_borrow_qty,total_lendable_qty,borrowed_qty,borrow_fee_bps,lending_rate_pct,collateral_requirement_pct,close_price,avg_daily_value,data_quality_note
2026-02-24,ADVANC,Information & Communication Technology,9298146,11432122,2133976,36.5,0.2497,113.0,184.98,2202353753.0,clean
2026-02-25,ADVANC,Information & Communication Technology,8874619,11257660,2383041,46.2,0.3161,113.0,186.7,2154516374.0,clean
2026-02-26,ADVANC,Information & Communication Technology,9118010,11170952,2052942,21.3,0.1457,113.0,185.94,1806810227.0,clean
2026-02-27,ADVANC,Information & Communication Technology,8978552,10988417,2009865,27.8,0.1902,113.0,177.44,3182171959.0,clean
2026-03-02,ADVANC,Information & Communication Technology,8666005,11014864,2348859,57.8,0.3954,113.0,168.97,1754571449.0,clean
2026-03-03,ADVANC,Information & Communication Technology,9013920,11014873,2000953,49.4,0.338,113.0,172.72,2068882741.0,clean
2026-03-04,ADVANC,Information & Communication Technology,9755814,11026235,1270421,36.1,0.247,113.0,169.6,2657321686.0,clean
2026-03-05,ADVANC,Information & Communication Technology,9418507,10978893,1560386,16.5,0.1129,113.0,167.55,1632252982.0,clean
2026-03-06,ADVANC,Information & Communication Technology,10032324,10998340,966016,24.4,0.1669,113.0,167.13,1282337942.0,clean
2026-03-09,ADVANC,Information & Communication Technology,10237385,10843118,605733,15.0,0.1026,113.0,166.47,1347504065.0,clean
2026-03-10,ADVANC,Information & Communication Technology,10119877,10887070,767193,15.0,0.1026,113.0,166.74,3141192317.0,clean
2026-03-11,ADVANC,Information & Communication Technology,10420528,10852746,432218,15.0,0.1026,113.0,162.12,1610627988.0,clean
2026-03-12,ADVANC,Information & Communication Technology,10519485,10871461,351976,15.0,0.1026,113.0,159.57,1986437912.0,clean
2026-03-13,ADVANC,Information & Communication Technology,10126202,10839622,713420,15.0,0.1026,113.0,161.2,2247222808.0,clean
2026-03-16,ADVANC,Information & Communication Technology,10008496,10987953,979457,15.0,0.1026,113.0,157.55,1761994581.0,clean
2026-03-17,ADVANC,Information & Communication Technology,9988695,10791055,802360,15.0,0.1026,113.0,156.01,1924446695.0,clean
2026-03-18,ADVANC,Information & Communication Technology,9171155,10672239,1501084,453.7,3.104,113.0,154.19,2698012690.0,clean
2026-03-19,ADVANC,Information & Communication Technology,9464166,10776918,1312752,366.7,2.5088,113.0,151.71,1925754191.0,clean
2026-03-20,ADVANC,Information & Communication Technology,9186102,10714156,1528054,287.6,1.9676,113.0,150.71,1605688690.0,clean
2026-03-23,ADVANC,Information & Communication Technology,8413101,10700628,2287527,227.6,1.5571,113.0,159.03,1850526582.0,clean
2026-03-24,ADVANC,Information & Communication Technology,8446270,10530235,2083965,181.8,1.2438,113.0,153.41,1855277169.0,clean
2026-03-25,ADVANC,Information & Communication Technology,8171736,10488178,2316442,150.1,1.0269,113.0,155.73,2128950027.0,clean
2026-03-26,ADVANC,Information & Communication Technology,8333593,10474406,2140813,126.9,0.8682,113.0,156.6,2133044599.0,clean
2026-03-27,ADVANC,Information & Communication Technology,8611281,10496350,1885069,124.2,0.8497,113.0,153.62,1883875910.0,clean
2026-03-30,ADVANC,Information & Communication Technology,9319199,10581326,1262127,77.3,0.5289,113.0,156.27,2278537018.0,clean
2026-03-31,ADVANC,Information & Communication Technology,9235922,10729719,1493797,85.1,0.5822,113.0,159.78,1574712414.0,clean
2026-04-01,ADVANC,Information & Communication Technology,8635638,10650179,2014541,120.2,0.8224,113.0,162.36,3039142035.0,clean
2026-04-02,ADVANC,Information & Communication Technology,8057452,10470210,2412758,150.8,1.0317,113.0,163.33,1531861759.0,clean
2026-04-03,ADVANC,Information & Communication Technology,7860535,10386093,2525558,150.1,1.0269,113.0,163.4,1520210480.0,clean
2026-04-06,ADVANC,Information & Communication Technology,7787359,10498034,2710675,159.3,1.0899,113.0,167.46,3651966351.0,clean
2026-04-07,ADVANC,Information & Communication Technology,8014134,10417887,2403753,162.9,1.1145,113.0,167.83,2610738630.0,clean
2026-04-08,ADVANC,Information & Communication Technology,8302259,10698456,2396197,161.6,1.1056,113.0,164.34,1953121057.0,clean
2026-04-09,ADVANC,Information & Communication Technology,8141571,10676262,2534691,136.9,0.9366,113.0,169.02,3006014544.0,clean
2026-04-10,ADVANC,Information & Communication Technology,7593388,10498219,2904831,129.8,0.888,113.0,167.53,2211999115.0,clean
2026-04-13,ADVANC,Information & Communication Technology,8541638,10533772,1992134,135.5,0.927,113.0,163.06,1389637334.0,clean
2026-04-14,ADVANC,Information & Communication Technology,8686644,10485612,1798968,125.7,0.86,113.0,165.75,1711976119.0,clean
2026-04-15,ADVANC,Information & Communication Technology,8496377,10561514,2065137,92.5,0.6328,113.0,165.7,1599425122.0,clean
2026-04-16,ADVANC,Information & Communication Technology,9168215,10542746,1374531,101.0,0.691,113.0,166.33,2060821403.0,clean
2026-04-17,ADVANC,Information & Communication Technology,9681922,10630425,948503,86.5,0.5918,113.0,171.3,1877239667.0,clean
2026-04-20,ADVANC,Information & Communication Technology,10050872,10687561,636689,40.0,0.2737,113.0,172.17,1732455261.0,clean
2026-04-21,ADVANC,Information & Communication Technology,10158068,10727714,569646,15.0,0.1026,113.0,167.6,2945983929.0,clean
2026-04-22,ADVANC,Information & Communication Technology,9922991,10708649,785658,15.0,0.1026,113.0,168.47,1702793553.0,clean
2026-04-23,ADVANC,Information & Communication Technology,9532384,10649410,1117026,15.0,0.1026,113.0,167.65,2845373177.0,clean
2026-04-24,ADVANC,Information & Communication Technology,9070151,10929045,1858894,15.0,0.1026,113.0,167.82,2861487663.0,clean
2026-04-27,ADVANC,Information & Communication Technology,9555210,10903003,1347793,15.0,0.1026,113.0,163.88,2002220099.0,clean
2026-04-28,ADVANC,Information & Communication Technology,9307167,10962221,1655054,16.0,0.1095,113.0,160.43,1530951805.0,clean
2026-04-29,ADVANC,Information & Communication Technology,9464916,10966286,1501370,37.4,0.2559,113.0,159.02,2381067924.0,clean
2026-04-30,ADVANC,Information & Communication Technology,10312522,11107762,795240,15.0,0.1026,113.0,160.42,2255756076.0,clean
2026-05-01,ADVANC,Information & Communication Technology,9244398,11064648,1820250,21.4,0.1464,113.0,161.38,2136700625.0,clean
2026-05-04,ADVANC,Information & Communication Technology,9153801,10916042,1762241,51.5,0.3523,113.0,161.3,1386717526.0,clean
2026-05-05,ADVANC,Information & Communication Technology,8663708,10923256,2259548,45.6,0.312,113.0,161.65,1309932699.0,clean
2026-05-06,ADVANC,Information & Communication Technology,8086123,10970621,2884498,66.5,0.455,113.0,164.33,1631797708.0,clean
2026-05-07,ADVANC,Information & Communication Technology,6601359,11047382,4446023,92.7,0.6342,113.0,161.94,2843076693.0,clean
2026-05-08,ADVANC,Information & Communication Technology,5728809,10991794,5262985,142.6,0.9756,113.0,163.57,2905275007.0,clean
2026-05-11,ADVANC,Information & Communication Technology,6453623,11029545,4575922,162.0,1.1083,113.0,163.37,1937414067.0,clean
2026-05-12,ADVANC,Information & Communication Technology,5743450,10944367,5200917,200.4,1.371,113.0,166.48,1843811628.0,clean
2026-05-13,ADVANC,Information & Communication Technology,6878179,11015507,4137328,199.0,1.3615,113.0,163.81,2427277284.0,clean
2026-05-14,ADVANC,Information & Communication Technology,7724123,11208663,3484540,229.6,1.5708,113.0,162.38,2471234971.0,clean
2026-05-15,ADVANC,Information & Communication Technology,7955696,11158463,3202767,221.8,1.5175,113.0,173.55,1884060865.0,clean
2026-05-18,ADVANC,Information & Communication Technology,8905670,11284220,2378550,207.8,1.4217,113.0,173.46,2495527495.0,repaired
2026-05-19,ADVANC,Information & Communication Technology,10165712,11329689,1163977,167.1,1.1432,113.0,170.27,1902437295.0,clean
2026-05-20,ADVANC,Information & Communication Technology,10655015,11492359,837344,138.1,0.9448,113.0,167.94,2599052152.0,clean
2026-05-21,ADVANC,Information & Communication Technology,10885031,11642367,757336,112.6,0.7704,113.0,168.82,2765247016.0,clean
2026-05-22,ADVANC,Information & Communication Technology,10993617,11736450,742833,70.4,0.4816,113.0,166.09,2220936033.0,clean
2026-05-25,ADVANC,Information & Communication Technology,10872823,11659532,786709,44.5,0.3044,113.0,163.43,3177962692.0,clean
2026-05-26,ADVANC,Information & Communication Technology,9943667,11677324,1733657,25.6,0.1751,113.0,165.66,2424439317.0,clean
2026-05-27,ADVANC,Information & Communication Technology,8981922,11557533,2575611,15.0,0.1026,113.0,166.96,1979483666.0,clean
2026-05-28,ADVANC,Information & Communication Technology,9078817,11505459,2426642,21.7,0.1485,113.0,167.43,2692560282.0,clean
2026-05-29,ADVANC,Information & Communication Technology,8614336,11418063,2803727,54.5,0.3729,113.0,171.89,1996884005.0,clean
2026-06-01,ADVANC,Information & Communication Technology,8548067,11335562,2787495,86.8,0.5938,113.0,175.41,2021522072.0,clean
2026-06-02,ADVANC,Information & Communication Technology,9608683,11327235,1718552,66.7,0.4563,113.0,178.58,854445128.0,clean
2026-06-03,ADVANC,Information & Communication Technology,10298021,11354714,1056693,69.1,0.4728,113.0,178.25,2449319581.0,clean
2026-06-04,ADVANC,Information & Communication Technology,9939396,11361143,1421747,60.5,0.4139,113.0,175.66,2927219588.0,clean
2026-06-05,ADVANC,Information & Communication Technology,8894196,11224162,2329966,84.0,0.5747,113.0,178.96,1510638675.0,clean
2026-06-08,ADVANC,Information & Communication Technology,9052345,11283141,2230796,81.9,0.5603,113.0,183.0,2032536069.0,clean
2026-06-09,ADVANC,Information & Communication Technology,8875912,11440197,2564285,85.4,0.5843,113.0,179.12,2748339593.0,clean
2026-06-10,ADVANC,Information & Communication Technology,9611843,11469667,1857824,81.9,0.5603,113.0,182.36,2454991643.0,clean
2026-06-11,ADVANC,Information & Communication Technology,9020917,11541207,2520290,85.7,0.5863,113.0,177.99,2801712337.0,clean
2026-06-12,ADVANC,Information & Communication Technology,9407236,11531919,2124683,77.6,0.5309,113.0,182.09,2359009489.0,clean
2026-06-15,ADVANC,Information & Communication Technology,9684445,11487275,1802830,50.0,0.3421,113.0,184.39,1738613677.0,clean
2026-06-16,ADVANC,Information & Communication Technology,9805971,11487389,1681418,46.5,0.3181,113.0,182.1,1399816977.0,clean
2026-06-17,ADVANC,Information & Communication Technology,10108199,11528897,1420698,42.9,0.2935,113.0,179.23,2652955951.0,clean
2026-06-18,ADVANC,Information & Communication Technology,10093226,11747743,1654517,36.3,0.2483,113.0,178.18,3369068423.0,clean
2026-06-19,ADVANC,Information & Communication Technology,10337630,11874820,1537190,39.8,0.2723,113.0,180.1,1684302020.0,clean
2026-06-22,ADVANC,Information & Communication Technology,9803143,11953158,2150015,48.2,0.3298,113.0,177.54,1959185195.0,clean
2026-06-23,ADVANC,Information & Communication Technology,9946217,12004751,2058534,61.5,0.4208,113.0,176.92,2244821999.0,clean
2026-06-24,ADVANC,Information & Communication Technology,9133450,11844068,2710618,55.5,0.3797,113.0,179.34,1556699400.0,clean
2026-06-25,ADVANC,Information & Communication Technology,7580433,11948311,4367878,116.1,0.7943,113.0,184.83,2169629672.0,clean
2026-06-26,ADVANC,Information & Communication Technology,6606398,11830853,5224455,165.3,1.1309,113.0,182.93,2449880209.0,clean
2026-06-29,ADVANC,Information & Communication Technology,6619761,11856669,5236908,186.4,1.2753,113.0,183.81,3744594645.0,clean
2026-06-30,ADVANC,Information & Communication Technology,7657756,11954321,4296565,186.9,1.2787,113.0,179.25,1653793925.0,clean
2026-01-01,AOT,Transportation & Logistics,11788936,24831671,13042735,88.3,0.6711,141.2,116.48,2477494890.0,clean
2026-01-02,AOT,Transportation & Logistics,8995118,24550158,15555040,115.5,0.8779,141.2,116.61,2166495486.0,clean
2026-01-05,AOT,Transportation & Logistics,6512865,24305950,17793085,164.9,1.2533,141.2,115.65,1325401789.0,clean
2026-01-06,AOT,Transportation & Logistics,3740799,24295152,20554353,214.5,1.6303,141.2,117.48,1507875829.0,clean
2026-01-07,AOT,Transportation & Logistics,4018108,24088612,20070504,260.5,1.9799,141.2,117.57,1369338587.0,clean
2026-01-08,AOT,Transportation & Logistics,2421802,23979633,21557831,309.7,2.3539,141.2,117.19,1633436580.0,clean
2026-01-09,AOT,Transportation & Logistics,2888541,24038544,21150003,320.5,2.4359,141.2,117.69,1461983310.0,clean
2026-01-12,AOT,Transportation & Logistics,3132750,23596430,20463680,336.8,2.5598,141.2,117.19,1541226566.0,clean
2026-01-13,AOT,Transportation & Logistics,3819923,23661744,19841821,342.6,2.6039,141.2,117.35,2178681093.0,clean
2026-01-14,AOT,Transportation & Logistics,3881637,23955267,20073630,364.0,2.7666,141.2,115.74,1302833338.0,clean
2026-01-15,AOT,Transportation & Logistics,5715942,23793817,18077875,364.1,2.7673,141.2,116.39,1347594053.0,clean
2026-01-16,AOT,Transportation & Logistics,7674330,23576457,15902127,352.8,2.6814,141.2,118.0,2411122764.0,clean
2026-01-19,AOT,Transportation & Logistics,13033159,23606987,10573828,270.4,2.0552,141.2,118.16,1943924787.0,clean
2026-01-20,AOT,Transportation & Logistics,13822246,24063522,10241276,217.1,1.6501,141.2,118.19,2088688510.0,clean
2026-01-21,AOT,Transportation & Logistics,12171588,24223479,12051891,183.9,1.3977,141.2,114.43,3481647629.0,clean
2026-01-22,AOT,Transportation & Logistics,11226817,24131453,12904636,139.9,1.0633,141.2,114.64,3109721889.0,clean
2026-01-23,AOT,Transportation & Logistics,11752636,24063175,12310539,103.7,0.7882,141.2,118.36,1976887182.0,clean
2026-01-26,AOT,Transportation & Logistics,12456587,24253320,11796733,79.2,0.602,141.2,114.27,1277166657.0,clean
2026-01-27,AOT,Transportation & Logistics,12415747,23967009,11551262,53.9,0.4097,141.2,111.56,1455930754.0,clean
2026-01-28,AOT,Transportation & Logistics,12141086,24364890,12223804,69.6,0.529,141.2,111.12,1582453844.0,clean
2026-01-29,AOT,Transportation & Logistics,17371943,24350868,6978925,29.4,0.2235,141.2,110.01,1954886871.0,clean
2026-01-30,AOT,Transportation & Logistics,16569538,24269884,7700346,24.9,0.1893,141.2,111.41,2076207493.0,clean
2026-02-02,AOT,Transportation & Logistics,15786851,24621671,8834820,23.1,0.1756,141.2,114.68,2177882652.0,clean
2026-02-03,AOT,Transportation & Logistics,19056466,24358893,5302427,15.0,0.114,141.2,116.32,2971107107.0,clean
2026-02-04,AOT,Transportation & Logistics,15947635,24329291,8381656,15.0,0.114,141.2,116.88,2706781029.0,clean
2026-02-05,AOT,Transportation & Logistics,19509018,24158326,4649308,15.0,0.114,141.2,114.23,1684311301.0,clean
2026-02-06,AOT,Transportation & Logistics,20925351,24218206,3292855,130.0,0.9881,141.2,114.53,1619045714.0,clean
2026-02-09,AOT,Transportation & Logistics,20907270,24476551,3569281,63.8,0.4849,141.2,113.96,2802962663.0,clean
2026-02-10,AOT,Transportation & Logistics,21018368,24447542,3429174,211.5,1.6075,141.2,109.89,1573511284.0,clean
2026-02-11,AOT,Transportation & Logistics,20378973,24562978,4184005,134.3,1.0207,141.2,110.19,2233302737.0,clean
2026-02-12,AOT,Transportation & Logistics,21485740,24463208,2977468,35.5,0.2698,141.2,108.92,1508802149.0,clean
2026-02-13,AOT,Transportation & Logistics,21065826,24127006,3061180,15.0,0.114,141.2,107.9,1949824135.0,clean
2026-02-16,AOT,Transportation & Logistics,20457974,24083651,3625677,15.0,0.114,141.2,105.75,2285333153.0,clean
2026-02-17,AOT,Transportation & Logistics,19691187,24217967,4526780,15.0,0.114,141.2,106.36,1982554912.0,clean
2026-02-18,AOT,Transportation & Logistics,18544477,23858242,5313765,15.0,0.114,141.2,107.68,1416303199.0,clean
2026-02-19,AOT,Transportation & Logistics,18211806,23875336,5663530,15.0,0.114,141.2,108.57,1978322084.0,clean
2026-02-20,AOT,Transportation & Logistics,19986861,24012450,4025589,15.0,0.114,141.2,105.55,3400652779.0,clean
2026-02-23,AOT,Transportation & Logistics,17741659,24009974,6268315,15.0,0.114,141.2,105.17,1873427083.0,clean
2026-02-24,AOT,Transportation & Logistics,17720292,24117058,6396766,489.8,3.7227,141.2,106.54,1388988728.0,clean
2026-02-25,AOT,Transportation & Logistics,14770073,24101826,9331753,402.6,3.0599,141.2,106.15,1973868717.0,clean
2026-02-26,AOT,Transportation & Logistics,13282356,24282843,11000487,324.7,2.4679,141.2,105.9,1864684133.0,clean
2026-02-27,AOT,Transportation & Logistics,11762574,24254340,12491766,262.1,1.9921,141.2,109.62,1943356132.0,clean
2026-03-02,AOT,Transportation & Logistics,11157309,24300337,13143028,214.3,1.6288,141.2,107.17,1117725403.0,clean
2026-03-03,AOT,Transportation & Logistics,12428437,24777020,12348583,149.9,1.1393,141.2,109.4,2748490776.0,clean
2026-03-04,AOT,Transportation & Logistics,9751758,24851435,15099677,186.2,1.4152,141.2,108.75,1454268898.0,clean
2026-03-05,AOT,Transportation & Logistics,11606717,25155168,13548451,160.7,1.2214,141.2,111.86,2183217477.0,clean
2026-03-06,AOT,Transportation & Logistics,9830804,25092693,15261889,186.5,1.4175,141.2,109.43,2242349586.0,clean
2026-03-09,AOT,Transportation & Logistics,8384160,25569575,17185415,522.5,3.9712,141.2,112.86,1889958749.0,clean
2026-03-10,AOT,Transportation & Logistics,10566918,25695544,15128626,467.7,3.5547,141.2,113.82,1536824892.0,clean
2026-03-11,AOT,Transportation & Logistics,8988852,25382359,16393507,441.7,3.3571,141.2,115.14,1594280535.0,clean
2026-03-12,AOT,Transportation & Logistics,7419906,25265393,17845487,401.7,3.0531,141.2,113.82,2440775368.0,clean
2026-03-13,AOT,Transportation & Logistics,7224325,25562003,18337678,362.2,2.7529,141.2,112.34,885963552.0,clean
2026-03-16,AOT,Transportation & Logistics,7636645,25583690,17947045,329.5,2.5043,141.2,113.63,1788068727.0,clean
2026-03-17,AOT,Transportation & Logistics,6359162,25526879,19167717,303.2,2.3045,141.2,112.15,2075163537.0,clean
2026-03-18,AOT,Transportation & Logistics,8102949,25615478,17512529,287.0,2.1813,141.2,110.97,2379722883.0,clean
2026-03-19,AOT,Transportation & Logistics,6051626,25440482,19388856,271.9,2.0666,141.2,110.84,1816071398.0,clean
2026-03-20,AOT,Transportation & Logistics,4564136,25285362,20721226,300.8,2.2862,141.2,111.7,1010115087.0,clean
2026-03-23,AOT,Transportation & Logistics,6758207,25098940,18340733,265.2,2.0156,141.2,111.5,2516230075.0,clean
2026-03-24,AOT,Transportation & Logistics,7455061,25347045,17891984,295.4,2.2452,141.2,107.33,1270794692.0,clean
2026-03-25,AOT,Transportation & Logistics,4489113,25194504,20705391,279.7,2.1258,141.2,109.13,1312299110.0,clean
2026-03-26,AOT,Transportation & Logistics,4104715,25237240,21132525,313.6,2.3835,141.2,110.07,1306981002.0,clean
2026-03-27,AOT,Transportation & Logistics,8388217,24944691,16556474,290.7,2.2095,141.2,109.78,2530406057.0,clean
2026-03-30,AOT,Transportation & Logistics,9475790,24772064,15296274,245.8,1.8682,141.2,108.75,2615064096.0,clean
2026-03-31,AOT,Transportation & Logistics,11208392,24455942,13247550,232.1,1.7641,141.2,110.19,1935510128.0,clean
2026-04-01,AOT,Transportation & Logistics,11769576,24705262,12935686,223.5,1.6987,141.2,110.13,1887011148.0,clean
2026-04-02,AOT,Transportation & Logistics,5312323,24756460,19444137,240.1,1.8249,141.2,113.61,1366679857.0,clean
2026-04-03,AOT,Transportation & Logistics,5549712,24503430,18953718,280.7,2.1334,141.2,111.88,2216992874.0,clean
2026-04-06,AOT,Transportation & Logistics,4168417,24488733,20320316,316.6,2.4063,141.2,111.41,2481171600.0,clean
2026-04-07,AOT,Transportation & Logistics,6160465,24586152,18425687,312.2,2.3729,141.2,110.23,2388952763.0,clean
2026-04-08,AOT,Transportation & Logistics,5871608,24608818,18737210,309.2,2.3501,141.2,111.12,2264868923.0,clean
2026-04-09,AOT,Transportation & Logistics,6676348,24993617,18317269,317.7,2.4147,141.2,111.38,1464251952.0,clean
2026-04-10,AOT,Transportation & Logistics,7292876,24864981,17572105,314.0,2.3865,141.2,112.42,1985408178.0,clean
2026-04-13,AOT,Transportation & Logistics,7769894,24767295,16997401,320.9,2.439,141.2,113.98,1174882118.0,clean
2026-04-14,AOT,Transportation & Logistics,8465250,24608641,16143391,319.0,2.4245,141.2,110.17,1401259494.0,clean
2026-04-15,AOT,Transportation & Logistics,6784997,24055986,17270989,301.5,2.2915,141.2,109.93,2724696126.0,clean
2026-04-16,AOT,Transportation & Logistics,3920019,23807132,19887113,323.4,2.458,141.2,112.53,1099554669.0,clean
2026-04-17,AOT,Transportation & Logistics,4164929,23661552,19496623,327.3,2.4876,141.2,114.34,1516229609.0,clean
2026-04-20,AOT,Transportation & Logistics,4765261,23437820,18672559,337.9,2.5682,141.2,114.29,1638593588.0,clean
2026-04-21,AOT,Transportation & Logistics,5486826,23569526,18082700,336.7,2.5591,141.2,111.86,2081305484.0,clean
2026-04-22,AOT,Transportation & Logistics,3985015,24102558,20117543,350.3,2.6624,141.2,114.78,1615224273.0,clean
2026-04-23,AOT,Transportation & Logistics,2776299,23907609,21131310,371.4,2.8228,141.2,117.51,1247792527.0,clean
2026-04-24,AOT,Transportation & Logistics,3688764,23944939,20256175,391.3,2.9741,141.2,116.57,2432424470.0,clean
2026-04-27,AOT,Transportation & Logistics,7915065,23934944,16019879,363.6,2.7635,141.2,120.62,2628021731.0,clean
2026-04-28,AOT,Transportation & Logistics,11211272,23782803,12571531,312.4,2.3744,141.2,122.19,997084156.0,clean
2026-04-29,AOT,Transportation & Logistics,10472890,23735125,13262235,275.2,2.0916,141.2,120.48,1914566214.0,clean
2026-04-30,AOT,Transportation & Logistics,12263386,23868645,11605259,227.7,1.7306,141.2,118.73,2192773229.0,clean
2026-05-01,AOT,Transportation & Logistics,11935506,23631283,11695777,205.0,1.5581,141.2,118.19,1218419387.0,clean
2026-05-04,AOT,Transportation & Logistics,13922262,23480858,9558596,163.5,1.2427,141.2,116.89,1552442586.0,clean
2026-05-05,AOT,Transportation & Logistics,15848013,23585394,7737381,123.3,0.9371,141.2,114.56,1959399969.0,clean
2026-05-06,AOT,Transportation & Logistics,16492325,23845219,7352894,59.8,0.4545,141.2,110.29,2138623331.0,clean
2026-05-07,AOT,Transportation & Logistics,16965652,23884116,6918464,17.8,0.1353,141.2,109.37,2032499690.0,clean
2026-05-08,AOT,Transportation & Logistics,15389470,23839932,8450462,15.0,0.114,141.2,103.06,2362207176.0,clean
2026-05-11,AOT,Transportation & Logistics,17589729,23846125,6256396,15.0,0.114,141.2,106.44,1862634438.0,clean
2026-05-12,AOT,Transportation & Logistics,17303302,23882344,6579042,15.0,0.114,141.2,107.55,1720397588.0,clean
2026-05-13,AOT,Transportation & Logistics,18817990,23795844,4977854,15.0,0.114,141.2,110.28,1424723742.0,clean
2026-05-14,AOT,Transportation & Logistics,15249922,23861452,8611530,15.0,0.114,141.2,107.7,1883659961.0,clean
2026-05-15,AOT,Transportation & Logistics,13002788,24024521,11021733,15.0,0.114,141.2,108.16,1360443177.0,clean
2026-05-18,AOT,Transportation & Logistics,13827543,24697083,10869540,35.6,0.2706,141.2,104.96,2437444132.0,clean
